flight_id,flight_number,aircraft_id,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,flight_status,created_at,updated_at
FL00459,DL6529,AC0015,NAN,VRJ,2023-09-03 14:25:00,2023-09-03 22:25:00,2023-09-03 14:25:00,2023-09-03 22:25:00,Delayed,2022-10-17,2022-06-01
FL00460,BA6025,AC0013,VKZ,NRQ,2023-05-06 08:32:00,2023-05-06 18:32:00,2023-05-06 08:32:00,2023-05-06 18:32:00,On Time,2022-12-16,2022-01-24
FL00461,AA6882,AC0037,SYI,DWY,2023-05-10 09:27:00,2023-05-10 18:27:00,2023-05-10 09:27:00,2023-05-10 18:27:00,On Time,2020-09-16,2022-07-23
FL00462,LH1260,AC0039,DZJ,FWE,2023-05-22 17:08:00,2023-05-22 19:08:00,2023-05-22 17:08:00,2023-05-22 19:08:00,On Time,2021-06-05,2022-11-02
FL00463,UA336,AC0024,UPD,DZJ,2023-07-26 22:53:00,2023-07-26 23:53:00,2023-07-26 22:53:00,2023-07-26 23:53:00,Delayed,2022-05-09,2022-01-25
FL00464,AA1251,AC0009,YZY,NAN,2023-12-15 05:31:00,2023-12-15 06:31:00,2023-12-15 05:31:00,2023-12-15 06:31:00,On Time,2022-05-21,2022-06-30
FL00465,UA8921,AC0043,VXN,HZP,2023-12-30 12:02:00,2023-12-30 19:02:00,,,Cancelled,2021-01-14,2022-09-27
FL00466,LH3664,AC0004,DWY,WTQ,2023-09-11 14:01:00,2023-09-11 15:01:00,2023-09-11 14:01:00,2023-09-11 15:01:00,On Time,2022-07-05,2022-03-19
FL00467,UA4268,AC0026,ZBQ,XIL,2023-02-28 01:50:00,2023-02-28 06:50:00,2023-02-28 01:50:00,2023-02-28 06:50:00,Delayed,2020-10-08,2022-08-13
FL00468,BA7947,AC0033,RYZ,LTH,2023-01-14 00:26:00,2023-01-14 07:26:00,2023-01-14 00:26:00,2023-01-14 07:26:00,On Time,2021-07-23,2022-05-02
FL00469,AA6269,AC0027,NRQ,MHM,2023-05-26 01:44:00,2023-05-26 11:44:00,2023-05-26 01:44:00,2023-05-26 11:44:00,On Time,2020-01-01,2022-04-13
FL00470,LH4025,AC0039,YWA,WTQ,2023-04-03 12:47:00,2023-04-04 00:47:00,2023-04-03 12:47:00,2023-04-04 00:47:00,Delayed,2022-10-13,2022-11-13
FL00471,UA6136,AC0010,XYK,WTQ,2023-08-06 23:56:00,2023-08-07 00:56:00,2023-08-06 23:56:00,2023-08-07 00:56:00,Delayed,2021-03-25,2022-01-15
FL00472,DL4534,AC0012,BMW,GUE,2023-07-15 07:35:00,2023-07-15 18:35:00,2023-07-15 07:35:00,2023-07-15 18:35:00,On Time,2022-04-29,2022-09-09
FL00473,UA1555,AC0044,JMW,GUE,2023-11-08 20:22:00,2023-11-08 21:22:00,,,Cancelled,2022-10-03,2022-03-12
FL00474,UA6170,AC0038,VRJ,NPC,2023-10-27 12:56:00,2023-10-27 14:56:00,,,Cancelled,2021-04-10,2022-09-03
FL00475,LH8445,AC0032,RYZ,NAN,2023-02-17 20:56:00,2023-02-17 23:56:00,2023-02-17 20:56:00,2023-02-17 23:56:00,On Time,2021-06-15,2022-06-12
FL00476,DL388,AC0042,IPW,UPD,2023-10-23 21:24:00,2023-10-23 23:24:00,2023-10-23 21:24:00,2023-10-23 23:24:00,Delayed,2022-03-26,2022-12-14
FL00477,BA9739,AC0039,WUE,RYZ,2023-10-19 11:11:00,2023-10-19 12:11:00,2023-10-19 11:11:00,2023-10-19 12:11:00,Delayed,2022-06-02,2022-04-29
FL00478,AA3242,AC0012,GIS,VKZ,2023-07-21 07:38:00,2023-07-21 13:38:00,2023-07-21 07:38:00,2023-07-21 13:38:00,On Time,2021-07-11,2022-10-06
FL00479,BA6385,AC0042,EEF,YLS,2023-08-02 08:02:00,2023-08-02 14:02:00,2023-08-02 08:02:00,2023-08-02 14:02:00,Delayed,2020-03-26,2022-12-24
FL00480,UA9041,AC0045,NPC,LTH,2023-07-18 20:38:00,2023-07-18 21:38:00,2023-07-18 20:38:00,2023-07-18 21:38:00,Delayed,2021-06-15,2022-07-22
FL00481,BA4390,AC0008,AGZ,DZJ,2023-07-30 23:05:00,2023-07-31 01:05:00,2023-07-30 23:05:00,2023-07-31 01:05:00,Delayed,2022-07-01,2022-08-07
FL00482,BA8742,AC0024,NPC,CZS,2023-06-04 23:02:00,2023-06-05 02:02:00,2023-06-04 23:02:00,2023-06-05 02:02:00,On Time,2022-06-23,2022-10-14
FL00483,UA581,AC0042,EPT,RYZ,2023-05-13 04:51:00,2023-05-13 07:51:00,2023-05-13 04:51:00,2023-05-13 07:51:00,On Time,2022-07-17,2022-12-16
FL00484,AA850,AC0036,FJK,XIL,2023-11-05 10:54:00,2023-11-05 17:54:00,2023-11-05 10:54:00,2023-11-05 17:54:00,Delayed,2020-08-08,2022-05-12
FL00485,BA1538,AC0017,VRJ,BHO,2023-10-09 19:16:00,2023-10-10 07:16:00,2023-10-09 19:16:00,2023-10-10 07:16:00,On Time,2020-12-13,2022-05-05
FL00486,AA4823,AC0037,LTH,OFX,2023-01-24 14:05:00,2023-01-24 19:05:00,,,Cancelled,2021-07-09,2022-06-27
FL00487,UA9629,AC0005,EXJ,EPT,2023-11-19 06:10:00,2023-11-19 18:10:00,2023-11-19 06:10:00,2023-11-19 18:10:00,On Time,2020-06-20,2022-05-15
FL00488,UA1382,AC0049,MCQ,VXN,2023-02-11 18:59:00,2023-02-12 00:59:00,2023-02-11 18:59:00,2023-02-12 00:59:00,On Time,2021-04-01,2022-09-28
FL00489,BA9237,AC0009,RYZ,NAN,2023-11-26 09:11:00,2023-11-26 18:11:00,2023-11-26 09:11:00,2023-11-26 18:11:00,Delayed,2022-07-03,2022-07-27
FL00490,UA6987,AC0016,DWY,EPT,2023-11-09 03:30:00,2023-11-09 07:30:00,2023-11-09 03:30:00,2023-11-09 07:30:00,Delayed,2021-12-14,2022-10-16
FL00491,AA1210,AC0016,YLS,MHM,2023-07-04 08:01:00,2023-07-04 15:01:00,2023-07-04 08:01:00,2023-07-04 15:01:00,On Time,2021-10-07,2022-04-04
FL00492,UA4154,AC0004,BMW,RYZ,2023-10-21 19:46:00,2023-10-21 20:46:00,2023-10-21 19:46:00,2023-10-21 20:46:00,Delayed,2021-04-21,2022-03-07
FL00493,UA673,AC0048,FWE,MZY,2023-12-01 17:41:00,2023-12-01 20:41:00,2023-12-01 17:41:00,2023-12-01 20:41:00,On Time,2022-05-20,2022-08-29
FL00494,DL850,AC0048,XIL,YWA,2023-05-11 16:36:00,2023-05-12 02:36:00,2023-05-11 16:36:00,2023-05-12 02:36:00,Delayed,2021-11-16,2022-11-04
FL00495,BA9531,AC0041,UIA,VKZ,2023-05-19 08:59:00,2023-05-19 14:59:00,2023-05-19 08:59:00,2023-05-19 14:59:00,Delayed,2022-08-08,2022-03-18
FL00496,BA4627,AC0010,TJS,NPC,2023-03-22 07:17:00,2023-03-22 13:17:00,2023-03-22 07:17:00,2023-03-22 13:17:00,On Time,2020-06-19,2022-08-31
FL00497,AA9035,AC0027,VXN,BMW,2023-10-12 16:15:00,2023-10-13 01:15:00,2023-10-12 16:15:00,2023-10-13 01:15:00,Delayed,2021-06-22,2022-05-13
FL00498,BA7415,AC0017,CZS,WUE,2023-04-30 21:00:00,2023-05-01 04:00:00,2023-04-30 21:00:00,2023-05-01 04:00:00,Delayed,2021-07-06,2022-05-27
FL00499,AA2474,AC0047,NPC,GIS,2023-08-15 03:43:00,2023-08-15 13:43:00,2023-08-15 03:43:00,2023-08-15 13:43:00,On Time,2020-07-26,2022-09-13
FL00500,UA6352,AC0008,IPW,PFA,2023-07-26 09:43:00,2023-07-26 20:43:00,2023-07-26 09:43:00,2023-07-26 20:43:00,Delayed,2022-05-12,2022-08-25
FL00501,BA4767,AC0040,MCQ,EPT,2023-04-15 08:56:00,2023-04-15 15:56:00,2023-04-15 08:56:00,2023-04-15 15:56:00,Delayed,2022-09-26,2022-09-30
FL00502,UA4351,AC0018,CZS,YXX,2023-10-11 01:12:00,2023-10-11 03:12:00,,,Cancelled,2021-12-02,2022-09-05
FL00503,UA8201,AC0040,BMW,VXN,2023-11-04 22:09:00,2023-11-05 06:09:00,2023-11-04 22:09:00,2023-11-05 06:09:00,Delayed,2021-09-24,2022-07-25
FL00504,BA8674,AC0036,YXX,MZY,2023-08-27 19:04:00,2023-08-28 02:04:00,2023-08-27 19:04:00,2023-08-28 02:04:00,Delayed,2022-02-28,2022-04-17
FL00505,AA5157,AC0023,DWY,EXJ,2023-08-03 22:02:00,2023-08-04 01:02:00,2023-08-03 22:02:00,2023-08-04 01:02:00,On Time,2022-10-19,2022-06-26
FL00506,DL1090,AC0017,FWE,EXJ,2023-08-10 08:36:00,2023-08-10 17:36:00,2023-08-10 08:36:00,2023-08-10 17:36:00,Delayed,2020-02-02,2022-05-07
FL00507,LH3948,AC0036,HZP,LTH,2023-06-25 06:43:00,2023-06-25 07:43:00,2023-06-25 06:43:00,2023-06-25 07:43:00,On Time,2022-09-19,2022-03-27
FL00508,LH5282,AC0037,UPD,MCQ,2023-04-08 06:30:00,2023-04-08 16:30:00,2023-04-08 06:30:00,2023-04-08 16:30:00,On Time,2022-11-16,2022-01-03
FL00509,AA4131,AC0002,PFA,ZBQ,2023-08-30 13:25:00,2023-08-30 17:25:00,2023-08-30 13:25:00,2023-08-30 17:25:00,Delayed,2022-01-31,2022-12-24
FL00510,AA5169,AC0036,EXJ,GIS,2023-05-04 02:03:00,2023-05-04 06:03:00,2023-05-04 02:03:00,2023-05-04 06:03:00,On Time,2021-08-08,2022-07-14
FL00511,DL5053,AC0049,WTQ,VRJ,2023-12-16 06:21:00,2023-12-16 18:21:00,2023-12-16 06:21:00,2023-12-16 18:21:00,Delayed,2020-09-09,2022-02-15
FL00512,BA436,AC0016,VKZ,YZY,2023-03-19 04:29:00,2023-03-19 16:29:00,2023-03-19 04:29:00,2023-03-19 16:29:00,On Time,2020-10-14,2022-06-25
FL00513,LH5022,AC0031,LTH,EEF,2023-07-10 09:35:00,2023-07-10 10:35:00,2023-07-10 09:35:00,2023-07-10 10:35:00,Delayed,2021-10-30,2022-11-25
FL00514,DL3232,AC0032,VRJ,CZS,2023-06-15 18:32:00,2023-06-15 22:32:00,2023-06-15 18:32:00,2023-06-15 22:32:00,On Time,2020-01-19,2022-03-16
FL00515,LH2804,AC0014,FJK,OFX,2023-01-01 11:03:00,2023-01-01 12:03:00,2023-01-01 11:03:00,2023-01-01 12:03:00,On Time,2020-12-27,2022-04-06
FL00516,AA7831,AC0005,TJS,DWY,2023-09-28 05:01:00,2023-09-28 07:01:00,2023-09-28 05:01:00,2023-09-28 07:01:00,Delayed,2022-01-22,2022-03-30
FL00517,BA8915,AC0048,NAN,ZBQ,2023-12-02 17:50:00,2023-12-03 01:50:00,2023-12-02 17:50:00,2023-12-03 01:50:00,On Time,2021-01-26,2022-06-15
FL00518,AA1909,AC0024,GUE,CZS,2023-06-19 01:32:00,2023-06-19 10:32:00,2023-06-19 01:32:00,2023-06-19 10:32:00,Delayed,2022-12-28,2022-01-17
FL00519,UA4475,AC0043,UPD,EGA,2023-11-28 11:28:00,2023-11-28 14:28:00,2023-11-28 11:28:00,2023-11-28 14:28:00,Delayed,2022-04-16,2022-02-24
FL00520,AA9173,AC0018,WUE,NAN,2023-08-11 13:04:00,2023-08-11 16:04:00,2023-08-11 13:04:00,2023-08-11 16:04:00,Delayed,2021-10-18,2022-05-26
FL00521,DL7574,AC0018,GUE,BMW,2023-10-03 15:18:00,2023-10-03 18:18:00,2023-10-03 15:18:00,2023-10-03 18:18:00,On Time,2021-05-31,2022-04-01
FL00522,AA3068,AC0037,VRJ,HZP,2023-11-19 09:32:00,2023-11-19 17:32:00,2023-11-19 09:32:00,2023-11-19 17:32:00,Delayed,2022-08-26,2022-07-19
FL00523,AA2294,AC0017,ZBQ,PFA,2023-10-29 04:37:00,2023-10-29 14:37:00,2023-10-29 04:37:00,2023-10-29 14:37:00,Delayed,2021-11-28,2022-05-18
FL00524,LH6389,AC0010,EEF,WUE,2023-08-31 00:56:00,2023-08-31 06:56:00,2023-08-31 00:56:00,2023-08-31 06:56:00,On Time,2020-12-25,2022-09-25
FL00525,AA3246,AC0038,FWE,EPT,2023-05-11 13:16:00,2023-05-11 22:16:00,2023-05-11 13:16:00,2023-05-11 22:16:00,Delayed,2020-12-21,2022-08-31
FL00526,DL5092,AC0003,XYK,FJK,2023-05-28 13:11:00,2023-05-28 23:11:00,,,Cancelled,2021-12-24,2022-03-27
FL00527,AA3855,AC0005,AJF,WTQ,2023-08-05 23:23:00,2023-08-06 09:23:00,2023-08-05 23:23:00,2023-08-06 09:23:00,Delayed,2022-02-23,2022-08-06
FL00528,UA1519,AC0041,AGZ,GUE,2023-04-23 02:12:00,2023-04-23 03:12:00,2023-04-23 02:12:00,2023-04-23 03:12:00,Delayed,2022-07-02,2022-11-23
FL00529,UA258,AC0022,PFA,FUN,2023-03-11 10:43:00,2023-03-11 18:43:00,2023-03-11 10:43:00,2023-03-11 18:43:00,Delayed,2021-02-19,2022-09-02
FL00530,AA2046,AC0028,WTQ,AGZ,2023-03-19 20:43:00,2023-03-19 23:43:00,2023-03-19 20:43:00,2023-03-19 23:43:00,Delayed,2021-01-08,2022-02-25
FL00531,AA3942,AC0002,BRC,FJK,2023-03-03 02:45:00,2023-03-03 14:45:00,2023-03-03 02:45:00,2023-03-03 14:45:00,Delayed,2020-09-06,2022-12-14
FL00532,AA7704,AC0018,NPC,PFA,2023-05-18 14:45:00,2023-05-18 20:45:00,2023-05-18 14:45:00,2023-05-18 20:45:00,On Time,2021-01-03,2022-10-22
FL00533,BA2553,AC0021,HZP,AJF,2023-01-20 10:22:00,2023-01-20 15:22:00,,,Cancelled,2021-09-25,2022-02-12
FL00534,DL740,AC0034,XIL,VKZ,2023-08-05 06:32:00,2023-08-05 15:32:00,2023-08-05 06:32:00,2023-08-05 15:32:00,Delayed,2021-05-13,2022-09-21
FL00535,AA6121,AC0047,EGA,DZJ,2023-04-11 01:45:00,2023-04-11 11:45:00,2023-04-11 01:45:00,2023-04-11 11:45:00,Delayed,2022-06-26,2022-09-11
FL00536,BA5511,AC0022,GUE,INO,2023-12-01 13:03:00,2023-12-01 22:03:00,,,Cancelled,2022-05-24,2022-06-18
FL00537,UA3914,AC0024,MKO,YXX,2023-06-02 04:22:00,2023-06-02 13:22:00,2023-06-02 04:22:00,2023-06-02 13:22:00,On Time,2021-10-17,2022-10-21
FL00538,DL7519,AC0022,DZJ,BMW,2023-08-25 09:59:00,2023-08-25 11:59:00,2023-08-25 09:59:00,2023-08-25 11:59:00,On Time,2022-01-24,2022-06-01
FL00539,UA7827,AC0014,GUE,FJK,2023-02-04 17:35:00,2023-02-04 18:35:00,2023-02-04 17:35:00,2023-02-04 18:35:00,Delayed,2020-07-29,2022-12-20
FL00540,UA4866,AC0019,NRQ,MKO,2023-04-14 14:10:00,2023-04-14 21:10:00,2023-04-14 14:10:00,2023-04-14 21:10:00,Delayed,2020-01-07,2022-03-04
FL00541,BA1821,AC0018,VRJ,BHO,2023-07-15 10:38:00,2023-07-15 19:38:00,2023-07-15 10:38:00,2023-07-15 19:38:00,Delayed,2022-04-26,2022-02-04
FL00542,AA489,AC0001,EPT,YZY,2023-06-26 04:35:00,2023-06-26 10:35:00,2023-06-26 04:35:00,2023-06-26 10:35:00,Delayed,2020-06-23,2022-01-21
FL00543,UA3966,AC0005,SYI,MKO,2023-12-15 05:14:00,2023-12-15 14:14:00,2023-12-15 05:14:00,2023-12-15 14:14:00,On Time,2020-04-06,2022-07-02
FL00544,BA9933,AC0042,XYK,BRC,2023-09-06 03:50:00,2023-09-06 07:50:00,2023-09-06 03:50:00,2023-09-06 07:50:00,On Time,2021-11-16,2022-08-28
FL00545,BA2374,AC0048,MKO,ZBQ,2023-12-22 03:17:00,2023-12-22 15:17:00,2023-12-22 03:17:00,2023-12-22 15:17:00,On Time,2021-06-02,2022-10-06
FL00546,DL7599,AC0011,GIS,TJS,2023-11-27 03:58:00,2023-11-27 08:58:00,2023-11-27 03:58:00,2023-11-27 08:58:00,Delayed,2020-11-11,2022-07-09
FL00547,LH1326,AC0018,TJS,BRC,2023-06-28 14:57:00,2023-06-29 02:57:00,2023-06-28 14:57:00,2023-06-29 02:57:00,On Time,2020-10-02,2022-12-31
FL00548,LH5070,AC0045,TJS,IPW,2023-10-16 05:07:00,2023-10-16 16:07:00,2023-10-16 05:07:00,2023-10-16 16:07:00,Delayed,2021-01-20,2022-01-07
FL00549,AA3040,AC0032,XIL,PFA,2023-04-18 15:55:00,2023-04-18 17:55:00,2023-04-18 15:55:00,2023-04-18 17:55:00,On Time,2020-12-13,2022-04-03
FL00550,LH8119,AC0004,XYK,NPC,2023-04-03 22:59:00,2023-04-04 01:59:00,2023-04-03 22:59:00,2023-04-04 01:59:00,On Time,2021-04-07,2022-10-13
FL00551,BA3839,AC0009,XYK,BHO,2023-06-17 21:02:00,2023-06-18 00:02:00,2023-06-17 21:02:00,2023-06-18 00:02:00,On Time,2020-12-21,2022-09-02
FL00552,UA8203,AC0010,JMW,OFX,2023-03-01 14:39:00,2023-03-01 19:39:00,,,Cancelled,2020-10-10,2022-06-25
FL00553,BA1944,AC0040,DWY,AGZ,2023-10-17 19:43:00,2023-10-18 06:43:00,2023-10-17 19:43:00,2023-10-18 06:43:00,Delayed,2022-08-07,2022-05-23
FL00554,UA821,AC0038,DWY,ZBQ,2023-03-21 21:31:00,2023-03-22 03:31:00,2023-03-21 21:31:00,2023-03-22 03:31:00,On Time,2020-10-23,2022-04-06
FL00555,AA599,AC0017,YXX,JEE,2023-08-17 01:01:00,2023-08-17 04:01:00,2023-08-17 01:01:00,2023-08-17 04:01:00,Delayed,2020-01-24,2022-10-21
FL00556,BA2237,AC0038,NAN,MZY,2023-07-25 14:32:00,2023-07-25 15:32:00,2023-07-25 14:32:00,2023-07-25 15:32:00,On Time,2022-03-15,2022-05-02
FL00557,LH8242,AC0030,AGZ,EEF,2023-08-05 05:27:00,2023-08-05 16:27:00,2023-08-05 05:27:00,2023-08-05 16:27:00,Delayed,2022-08-11,2022-09-26
FL00558,AA9692,AC0039,FWE,CZS,2023-03-10 23:14:00,2023-03-11 00:14:00,2023-03-10 23:14:00,2023-03-11 00:14:00,Delayed,2021-07-16,2022-07-07
FL00559,BA1501,AC0032,YLS,IPW,2023-10-10 23:10:00,2023-10-11 02:10:00,2023-10-10 23:10:00,2023-10-11 02:10:00,On Time,2021-06-13,2022-06-16
FL00560,DL5881,AC0023,YQQ,HZP,2023-05-24 15:41:00,2023-05-25 02:41:00,2023-05-24 15:41:00,2023-05-25 02:41:00,Delayed,2021-11-09,2022-02-02
FL00561,LH5801,AC0018,EXJ,FUN,2023-12-28 20:39:00,2023-12-29 02:39:00,2023-12-28 20:39:00,2023-12-29 02:39:00,On Time,2020-01-14,2022-11-12
FL00562,LH1553,AC0043,GIS,VXN,2023-07-12 18:17:00,2023-07-12 23:17:00,2023-07-12 18:17:00,2023-07-12 23:17:00,Delayed,2021-11-02,2022-02-27
FL00563,BA6609,AC0015,FWE,INO,2023-04-03 00:24:00,2023-04-03 04:24:00,2023-04-03 00:24:00,2023-04-03 04:24:00,On Time,2022-10-18,2022-06-25
FL00564,UA3780,AC0045,CZS,MCQ,2023-02-18 06:31:00,2023-02-18 11:31:00,2023-02-18 06:31:00,2023-02-18 11:31:00,On Time,2021-01-03,2022-02-15
FL00565,DL5820,AC0011,GUE,YLS,2023-07-24 17:48:00,2023-07-24 19:48:00,2023-07-24 17:48:00,2023-07-24 19:48:00,On Time,2021-12-07,2022-06-24
FL00566,BA7986,AC0024,BMW,NRQ,2023-05-06 12:03:00,2023-05-06 15:03:00,2023-05-06 12:03:00,2023-05-06 15:03:00,On Time,2022-05-25,2022-11-14
FL00567,UA545,AC0026,JEE,YQQ,2023-11-11 15:47:00,2023-11-11 21:47:00,2023-11-11 15:47:00,2023-11-11 21:47:00,On Time,2021-12-03,2022-01-11
FL00568,BA6348,AC0007,YWA,YZY,2023-01-01 09:52:00,2023-01-01 18:52:00,2023-01-01 09:52:00,2023-01-01 18:52:00,Delayed,2020-07-23,2022-02-18
FL00569,AA4096,AC0043,NPC,UPD,2023-03-22 00:16:00,2023-03-22 06:16:00,2023-03-22 00:16:00,2023-03-22 06:16:00,Delayed,2020-01-09,2022-05-06
FL00570,DL8838,AC0050,PFA,JEE,2023-06-16 17:09:00,2023-06-17 03:09:00,2023-06-16 17:09:00,2023-06-17 03:09:00,Delayed,2020-11-29,2022-06-24
FL00571,DL6917,AC0036,WTQ,VRJ,2023-02-09 23:52:00,2023-02-10 01:52:00,2023-02-09 23:52:00,2023-02-10 01:52:00,On Time,2020-07-07,2022-04-03
FL00572,DL9001,AC0021,JEE,JMW,2023-06-27 01:29:00,2023-06-27 06:29:00,2023-06-27 01:29:00,2023-06-27 06:29:00,Delayed,2020-04-26,2022-06-13
FL00573,BA1864,AC0035,CZS,AGZ,2023-08-16 12:01:00,2023-08-16 18:01:00,2023-08-16 12:01:00,2023-08-16 18:01:00,Delayed,2022-09-20,2022-12-12
FL00574,LH6137,AC0029,BMW,MHM,2023-03-08 03:55:00,2023-03-08 04:55:00,,,Cancelled,2022-07-13,2022-08-23
FL00575,UA3005,AC0003,BRC,MKO,2023-12-25 23:58:00,2023-12-26 00:58:00,2023-12-25 23:58:00,2023-12-26 00:58:00,Delayed,2022-11-03,2022-05-21
FL00576,LH8759,AC0041,JEE,HZP,2023-04-11 20:44:00,2023-04-12 08:44:00,2023-04-11 20:44:00,2023-04-12 08:44:00,On Time,2021-09-08,2022-04-04
FL00577,DL1561,AC0026,MHM,FWE,2023-07-03 04:10:00,2023-07-03 07:10:00,2023-07-03 04:10:00,2023-07-03 07:10:00,Delayed,2021-05-03,2022-01-14
FL00578,UA7357,AC0012,VXN,CZS,2023-04-15 03:15:00,2023-04-15 12:15:00,,,Cancelled,2021-12-11,2022-05-26
FL00579,DL6071,AC0023,JEE,MHM,2023-09-25 00:14:00,2023-09-25 01:14:00,2023-09-25 00:14:00,2023-09-25 01:14:00,On Time,2020-03-24,2022-01-10
FL00580,UA5421,AC0039,DZJ,LTH,2023-12-24 03:05:00,2023-12-24 07:05:00,2023-12-24 03:05:00,2023-12-24 07:05:00,Delayed,2021-04-17,2022-09-11
FL00581,BA1467,AC0034,MHM,DWY,2023-03-18 11:18:00,2023-03-18 22:18:00,2023-03-18 11:18:00,2023-03-18 22:18:00,Delayed,2022-02-23,2022-12-04
FL00582,UA2881,AC0033,DZJ,YQQ,2023-04-07 18:11:00,2023-04-07 22:11:00,2023-04-07 18:11:00,2023-04-07 22:11:00,On Time,2021-12-22,2022-01-24
FL00583,LH6036,AC0029,JEE,SYI,2023-10-15 01:56:00,2023-10-15 12:56:00,2023-10-15 01:56:00,2023-10-15 12:56:00,Delayed,2022-01-31,2022-07-15
FL00584,AA6588,AC0031,CZS,INO,2023-06-07 01:14:00,2023-06-07 10:14:00,2023-06-07 01:14:00,2023-06-07 10:14:00,Delayed,2020-11-30,2022-06-03
FL00585,LH1815,AC0026,EEF,MCQ,2023-09-14 20:27:00,2023-09-15 01:27:00,2023-09-14 20:27:00,2023-09-15 01:27:00,On Time,2022-12-24,2022-11-11
FL00586,AA9456,AC0039,YXX,YZY,2023-10-17 08:03:00,2023-10-17 13:03:00,2023-10-17 08:03:00,2023-10-17 13:03:00,Delayed,2020-01-28,2022-03-10
FL00587,UA1080,AC0042,OFX,AGZ,2023-08-25 01:59:00,2023-08-25 04:59:00,2023-08-25 01:59:00,2023-08-25 04:59:00,On Time,2020-07-07,2022-01-23
FL00588,BA8676,AC0042,YQQ,MHM,2023-02-27 10:12:00,2023-02-27 21:12:00,2023-02-27 10:12:00,2023-02-27 21:12:00,On Time,2021-10-20,2022-04-15
FL00589,LH2434,AC0049,RYZ,JEE,2023-04-10 03:14:00,2023-04-10 06:14:00,2023-04-10 03:14:00,2023-04-10 06:14:00,Delayed,2020-06-05,2022-01-05
FL00590,AA4838,AC0005,WUE,VKZ,2023-03-31 09:03:00,2023-03-31 13:03:00,2023-03-31 09:03:00,2023-03-31 13:03:00,Delayed,2020-08-10,2022-11-22
FL00591,LH7442,AC0024,LTH,HZP,2023-01-13 11:57:00,2023-01-13 15:57:00,2023-01-13 11:57:00,2023-01-13 15:57:00,Delayed,2022-05-02,2022-07-09
FL00592,BA7881,AC0020,YZY,DZJ,2023-06-25 02:32:00,2023-06-25 10:32:00,2023-06-25 02:32:00,2023-06-25 10:32:00,On Time,2020-03-25,2022-10-29
FL00593,DL3829,AC0009,VXN,VRJ,2023-04-03 01:22:00,2023-04-03 02:22:00,2023-04-03 01:22:00,2023-04-03 02:22:00,Delayed,2021-03-16,2022-01-18
FL00594,DL9384,AC0020,SYI,VRJ,2023-05-11 21:09:00,2023-05-11 22:09:00,2023-05-11 21:09:00,2023-05-11 22:09:00,On Time,2021-11-07,2022-05-29
FL00595,BA4810,AC0015,JMW,FJK,2023-06-08 07:23:00,2023-06-08 09:23:00,,,Cancelled,2022-11-05,2022-09-19
FL00596,LH6844,AC0015,MCQ,IPW,2023-11-14 08:21:00,2023-11-14 09:21:00,2023-11-14 08:21:00,2023-11-14 09:21:00,On Time,2020-09-14,2022-10-15
FL00597,BA9259,AC0050,MZY,YQQ,2023-01-17 07:59:00,2023-01-17 16:59:00,2023-01-17 07:59:00,2023-01-17 16:59:00,On Time,2022-12-26,2022-12-27
FL00598,DL4241,AC0017,BRC,VKZ,2023-07-03 07:20:00,2023-07-03 09:20:00,2023-07-03 07:20:00,2023-07-03 09:20:00,On Time,2021-07-29,2022-03-13
FL00599,BA133,AC0019,YZY,MHM,2023-10-12 00:43:00,2023-10-12 08:43:00,2023-10-12 00:43:00,2023-10-12 08:43:00,Delayed,2022-08-16,2022-04-23
FL00600,DL5452,AC0025,IPW,XIL,2023-01-16 12:36:00,2023-01-16 20:36:00,2023-01-16 12:36:00,2023-01-16 20:36:00,On Time,2021-11-19,2022-05-30
FL00601,UA4879,AC0036,EEF,HZP,2023-11-04 06:17:00,2023-11-04 09:17:00,2023-11-04 06:17:00,2023-11-04 09:17:00,On Time,2021-04-10,2022-07-01
FL00602,DL8359,AC0011,NRQ,SYI,2023-02-23 08:51:00,2023-02-23 10:51:00,,,Cancelled,2021-07-11,2022-06-16
FL00603,AA2234,AC0040,WTQ,YLS,2023-10-22 07:23:00,2023-10-22 12:23:00,2023-10-22 07:23:00,2023-10-22 12:23:00,Delayed,2020-08-01,2022-10-13
FL00604,BA3132,AC0003,AJF,NPC,2023-07-26 03:36:00,2023-07-26 06:36:00,2023-07-26 03:36:00,2023-07-26 06:36:00,On Time,2020-10-17,2022-05-16
FL00605,DL3304,AC0008,NRQ,MKO,2023-07-05 14:28:00,2023-07-05 22:28:00,2023-07-05 14:28:00,2023-07-05 22:28:00,On Time,2021-03-25,2022-03-25
FL00606,UA3192,AC0041,BRC,YZY,2023-04-22 00:55:00,2023-04-22 12:55:00,2023-04-22 00:55:00,2023-04-22 12:55:00,On Time,2021-09-19,2022-10-31
FL00607,UA5717,AC0029,LTH,NPC,2023-12-18 08:15:00,2023-12-18 13:15:00,2023-12-18 08:15:00,2023-12-18 13:15:00,On Time,2022-04-01,2022-07-04
FL00608,AA1049,AC0027,UPD,IPW,2023-02-23 22:17:00,2023-02-24 07:17:00,,,Cancelled,2022-10-20,2022-05-27
FL00609,LH9402,AC0002,JEE,MKO,2023-10-27 00:49:00,2023-10-27 10:49:00,2023-10-27 00:49:00,2023-10-27 10:49:00,On Time,2022-02-12,2022-03-25
