reservation_id,ticket_number,passenger_id,channel_id,promotion_id,fare_basis_id,flight_id,booking_date,departure_date,booking_class,seat_number,promotion_amount,tax_amount,operational_fees,cancellation_fees,fare_price,final_price,is_cancelled,cancellation_reason,cancellation_date,created_at,updated_at
RS016352,TK459127112,PA003280,2,,FB0049,FL00535,2022-12-13 13:41:00,2023-03-09 08:46:14,Y,15A,0.0,28.45,10.11,0.0,284.49,323.05,False,,,2022-02-28 17:56:24,2022-02-19 03:35:36
RS016353,TK470532138,PA002241,2,,FB0001,FL00317,2022-08-26 13:57:14,2023-01-24 11:18:37,Y,17D,0.0,28.45,24.35,56.9,284.49,337.29,True,Found better price,2023-04-08 12:11:40,2022-12-22 00:09:19,2022-07-28 21:56:44
RS016354,TK520248223,PA009013,2,,FB0012,FL00591,2022-04-17 20:38:10,2023-01-14 11:18:34,Y,4F,0.0,28.45,39.73,0.0,284.49,352.67,False,,,2022-01-02 20:57:14,2022-12-03 14:39:57
RS016355,TK899093251,PA001683,2,PR0013,FB0013,FL00874,2022-03-13 13:26:08,2023-06-26 08:22:34,Y,39E,64.83,28.45,40.17,0.0,284.49,288.28000000000003,False,,,2022-07-09 10:42:05,2022-09-01 21:14:56
RS016356,TK636096527,PA000919,2,PR0003,FB0042,FL00370,2022-05-31 21:33:31,2023-06-08 05:59:23,Y,24A,92.7,28.45,41.98,0.0,284.49,262.22,False,,,2022-08-28 18:12:01,2022-11-21 03:28:42
RS016357,TK167893354,PA006788,2,PR0009,FB0026,FL00620,2022-10-31 03:29:08,2023-11-23 15:01:15,Y,37D,48.31,28.45,33.8,0.0,284.49,298.43,False,,,2022-08-24 11:33:51,2022-04-14 08:32:02
RS016358,TK852304383,PA005656,1,,FB0005,FL00138,2022-09-26 06:09:53,2023-11-28 23:15:13,Y,31D,0.0,28.45,26.85,0.0,284.49,339.79,False,,,2022-03-06 15:12:44,2022-03-15 19:10:08
RS016359,TK263724675,PA006975,1,PR0012,FB0031,FL00514,2022-03-12 19:05:16,2023-07-03 17:05:55,Y,38C,77.41,28.45,19.11,0.0,284.49,254.64000000000001,False,,,2022-07-16 21:47:04,2022-04-13 10:34:03
RS016360,TK964267960,PA009516,1,,FB0034,FL00850,2022-01-19 13:05:59,2023-03-17 20:40:05,Y,44A,0.0,28.45,41.93,0.0,284.49,354.87,False,,,2022-09-23 08:49:16,2022-08-28 11:45:09
RS016361,TK644379074,PA000045,1,,FB0018,FL00199,2022-01-04 22:28:04,2023-04-25 11:56:56,Y,17D,0.0,28.45,12.24,0.0,284.49,325.18,False,,,2022-09-16 09:09:59,2022-06-15 17:02:13
RS016362,TK323178775,PA009557,1,,FB0004,FL00845,2022-01-06 03:47:37,2023-05-23 04:24:53,Y,27A,0.0,28.45,46.84,0.0,284.49,359.78,False,,,2022-03-11 03:40:03,2022-12-18 11:23:44
RS016363,TK305449939,PA005951,2,,FB0004,FL00348,2022-06-24 20:33:35,2023-01-19 01:24:05,Y,34F,0.0,28.45,28.26,0.0,284.49,341.2,False,,,2022-01-05 01:08:36,2022-04-02 12:48:28
RS016364,TK606624237,PA003781,2,,FB0040,FL00593,2022-02-17 15:43:13,2023-09-26 04:13:40,Y,6C,0.0,28.45,26.93,0.0,284.49,339.87,False,,,2022-12-11 23:31:25,2022-02-15 07:52:25
RS016365,TK922004415,PA002747,1,PR0009,FB0024,FL00616,2022-02-23 04:00:35,2023-12-17 23:30:21,Y,11A,46.78,28.45,29.31,56.9,284.49,295.47,True,Schedule change,2023-05-18 20:01:20,2022-09-30 05:39:00,2022-05-30 15:04:20
RS016366,TK401277042,PA004685,2,,FB0028,FL00183,2022-09-29 22:12:50,2023-02-28 02:00:16,Y,30F,0.0,28.45,34.26,0.0,284.49,347.2,False,,,2022-04-21 02:15:22,2022-04-22 07:33:16
RS016367,TK140819289,PA001701,1,,FB0003,FL00268,2022-09-23 06:39:08,2023-12-17 20:12:16,Y,2A,0.0,28.45,24.97,0.0,284.49,337.90999999999997,False,,,2022-04-22 04:43:28,2022-04-22 09:54:53
RS016368,TK563052719,PA000135,1,,FB0040,FL00061,2022-12-01 11:08:39,2023-04-11 15:50:30,Y,15D,0.0,28.45,41.44,0.0,284.49,354.38,False,,,2022-06-01 04:23:49,2022-09-29 19:44:32
RS016369,TK197768825,PA008804,2,,FB0022,FL00717,2022-01-26 19:55:46,2023-11-29 03:33:24,Y,28D,0.0,28.45,16.63,0.0,284.49,329.57,False,,,2022-05-10 12:54:55,2022-04-05 03:45:11
RS016370,TK843813225,PA003700,1,PR0011,FB0045,FL00066,2022-02-20 12:54:11,2023-09-25 17:10:01,Y,17E,55.5,28.45,23.95,0.0,284.49,281.39,False,,,2022-07-30 21:46:39,2022-01-19 21:19:38
RS016371,TK370663775,PA005083,1,,FB0017,FL00614,2022-08-22 16:46:30,2023-11-04 06:16:20,Y,26E,0.0,28.45,13.57,0.0,284.49,326.51,False,,,2022-08-18 03:05:10,2022-11-17 17:39:10
RS016372,TK845683192,PA005359,2,PR0006,FB0019,FL00227,2022-12-02 17:58:02,2023-11-30 08:49:18,Y,3E,40.29,28.45,49.64,0.0,284.49,322.28999999999996,False,,,2022-06-25 21:02:50,2022-05-03 19:00:25
RS016373,TK479225920,PA009221,1,PR0004,FB0019,FL00825,2022-10-21 04:49:38,2023-02-02 10:49:32,Y,8A,31.8,28.45,11.33,0.0,284.49,292.46999999999997,False,,,2022-10-31 09:06:19,2022-07-05 08:14:45
RS016374,TK286289228,PA002096,2,,FB0022,FL00935,2022-09-09 15:35:05,2023-11-21 19:12:12,Y,42B,0.0,28.45,15.88,0.0,284.49,328.82,False,,,2022-04-19 00:00:44,2022-01-20 13:58:37
RS016375,TK572920045,PA004500,1,,FB0048,FL00465,2022-02-04 06:49:18,2023-08-16 00:56:33,Y,38C,0.0,28.45,42.61,0.0,284.49,355.55,False,,,2022-12-22 17:24:21,2022-12-25 19:45:33
RS016376,TK120219646,PA005029,2,,FB0003,FL00274,2022-09-08 06:32:40,2023-03-12 14:59:55,Y,50D,0.0,28.45,29.98,0.0,284.49,342.92,False,,,2022-07-04 19:29:47,2022-11-23 01:43:11
RS016377,TK315840275,PA004675,2,,FB0023,FL00782,2022-01-27 23:37:30,2023-07-20 17:46:36,Y,13E,0.0,28.45,17.5,0.0,284.49,330.44,False,,,2022-06-22 15:28:40,2022-04-20 19:06:22
RS016378,TK474464534,PA001384,2,,FB0031,FL00296,2022-06-03 08:03:41,2023-02-24 09:01:02,Y,46B,0.0,28.45,33.2,0.0,284.49,346.14,False,,,2022-12-23 12:59:17,2022-12-17 18:53:41
RS016379,TK126442475,PA001278,1,PR0012,FB0021,FL00990,2022-09-10 23:59:19,2023-06-14 21:45:09,Y,46B,71.48,28.45,39.92,0.0,284.49,281.38,False,,,2022-09-06 17:52:07,2022-01-28 04:54:39
RS016380,TK331767427,PA001068,2,PR0017,FB0025,FL00428,2022-01-30 07:34:14,2023-09-18 11:03:19,Y,32E,89.75,28.45,16.44,0.0,284.49,239.63,False,,,2022-05-14 16:25:54,2022-04-03 03:38:22
RS016381,TK399619287,PA005312,1,,FB0040,FL00443,2022-01-25 22:15:26,2023-07-20 22:29:38,Y,2C,0.0,28.45,21.68,0.0,284.49,334.62,False,,,2022-06-23 04:33:50,2022-07-18 07:10:07
RS016382,TK573104119,PA005205,2,,FB0038,FL00422,2022-08-06 11:40:00,2023-08-20 15:46:30,Y,12F,0.0,28.45,13.12,0.0,284.49,326.06,False,,,2022-11-30 19:03:58,2022-10-23 11:12:20
RS016383,TK390804508,PA007711,2,,FB0022,FL00442,2022-03-17 22:46:52,2023-06-27 13:27:43,Y,1A,0.0,28.45,21.69,0.0,284.49,334.63,False,,,2022-12-15 08:41:05,2022-10-09 15:21:33
RS016384,TK552369275,PA003509,1,,FB0017,FL00739,2022-03-04 18:09:15,2023-05-31 00:54:45,Y,11F,0.0,28.45,48.9,0.0,284.49,361.84,False,,,2022-05-18 21:35:29,2022-01-31 15:39:47
RS016385,TK640116357,PA008649,1,PR0008,FB0039,FL00509,2022-01-25 00:54:24,2023-01-09 16:41:10,Y,35B,22.2,28.45,28.87,0.0,284.49,319.61,False,,,2022-08-26 08:54:48,2022-03-24 16:46:33
RS016386,TK837161723,PA001731,1,,FB0021,FL00463,2022-07-09 23:43:33,2023-10-22 15:20:39,Y,37D,0.0,28.45,29.28,0.0,284.49,342.22,False,,,2022-05-24 06:28:31,2022-02-22 13:23:03
RS016387,TK485444869,PA005266,2,PR0008,FB0026,FL00010,2022-05-28 05:51:40,2023-09-18 10:29:33,Y,37F,16.59,28.45,37.03,56.9,284.49,333.38000000000005,True,Personal reasons,2023-01-18 05:33:20,2022-11-18 15:56:13,2022-08-13 16:12:17
RS016388,TK129810108,PA000615,2,,FB0030,FL00474,2022-07-01 23:13:31,2023-12-20 06:53:04,Y,44F,0.0,28.45,36.13,0.0,284.49,349.07,False,,,2022-07-13 02:00:48,2022-04-11 06:14:32
RS016389,TK107445619,PA007698,2,PR0010,FB0027,FL01000,2022-03-30 15:39:09,2023-04-29 09:56:28,Y,17B,48.57,28.45,32.96,0.0,284.49,297.33,False,,,2022-09-08 11:59:47,2022-04-06 05:14:35
RS016390,TK331593147,PA001437,2,,FB0016,FL00460,2022-10-10 06:29:58,2023-12-27 08:42:02,Y,17E,0.0,28.45,21.44,0.0,284.49,334.38,False,,,2022-02-22 22:44:33,2022-10-15 19:56:33
RS016391,TK922904554,PA006706,2,,FB0016,FL00127,2022-04-08 20:38:01,2023-07-08 17:16:42,Y,33B,0.0,28.45,14.41,0.0,284.49,327.35,False,,,2022-08-17 02:19:28,2022-08-19 04:39:46
RS016392,TK587639780,PA001930,2,PR0006,FB0018,FL00057,2022-12-02 04:43:17,2023-05-27 07:16:19,Y,38F,40.15,28.45,41.29,0.0,284.49,314.08000000000004,False,,,2022-10-31 15:22:25,2022-05-09 02:44:49
RS016393,TK560320793,PA005226,2,,FB0042,FL00347,2022-10-31 04:11:40,2023-11-10 06:06:51,Y,28B,0.0,28.45,32.74,0.0,284.49,345.68,False,,,2022-06-15 19:40:04,2022-11-01 12:58:54
RS016394,TK983522154,PA008616,2,,FB0002,FL00381,2022-01-29 01:13:33,2023-05-19 21:08:21,Y,6A,0.0,28.45,46.93,0.0,284.49,359.87,False,,,2022-02-27 16:11:26,2022-07-16 20:23:07
RS016395,TK464117218,PA004659,2,,FB0049,FL00188,2022-10-04 08:59:12,2023-01-22 13:58:21,Y,21A,0.0,28.45,38.34,0.0,284.49,351.28,False,,,2022-08-02 10:50:25,2022-11-21 14:04:37
RS016396,TK437039909,PA008783,2,,FB0002,FL00305,2022-07-04 00:14:08,2023-07-05 09:39:04,Y,15A,0.0,28.45,28.04,0.0,284.49,340.98,False,,,2022-06-01 17:13:45,2022-04-14 02:51:14
RS016397,TK415445597,PA003571,1,,FB0030,FL00137,2022-04-12 03:15:32,2023-11-06 04:40:21,Y,21C,0.0,28.45,38.11,56.9,284.49,351.05,True,Personal reasons,2023-12-05 14:17:03,2022-01-31 05:00:58,2022-02-04 01:38:24
RS016398,TK338778035,PA001673,2,PR0004,FB0038,FL00598,2022-01-22 05:18:11,2023-12-25 16:23:07,Y,14B,52.5,28.45,30.34,0.0,284.49,290.78,False,,,2022-05-07 05:56:01,2022-11-07 20:59:03
RS016399,TK600571577,PA007274,2,,FB0010,FL00261,2022-10-14 23:48:30,2023-08-20 11:06:09,Y,39D,0.0,28.45,41.56,0.0,284.49,354.5,False,,,2022-08-10 01:10:02,2022-04-12 01:50:39
RS016400,TK412955117,PA003488,1,PR0018,FB0018,FL00071,2022-05-13 22:41:22,2023-04-04 16:05:52,Y,46D,39.99,28.45,35.44,0.0,284.49,308.39,False,,,2022-06-08 09:30:56,2022-08-13 12:23:07
RS016401,TK853580318,PA006762,2,,FB0004,FL00373,2022-11-27 11:32:58,2023-09-19 13:53:41,Y,40D,0.0,28.45,10.44,0.0,284.49,323.38,False,,,2022-07-09 20:37:10,2022-08-16 14:49:33
RS016402,TK652746485,PA004509,2,,FB0018,FL00763,2022-10-15 12:48:46,2023-11-12 21:49:05,Y,4C,0.0,28.45,10.04,0.0,284.49,322.98,False,,,2022-02-05 14:40:37,2022-04-13 09:08:37
RS016403,TK701395476,PA004627,1,PR0020,FB0049,FL00753,2022-11-22 08:56:44,2023-04-27 01:34:21,Y,2F,35.99,28.45,28.56,0.0,284.49,305.51,False,,,2022-11-12 08:27:47,2022-12-18 13:35:16
RS016404,TK890253880,PA006120,2,,FB0006,FL00184,2022-05-25 00:48:30,2023-10-08 01:23:30,Y,7C,0.0,28.45,13.81,0.0,284.49,326.75,False,,,2022-06-20 05:33:54,2022-03-24 20:24:28
RS016405,TK756338830,PA006870,1,,FB0050,FL00143,2022-06-14 20:38:46,2023-10-27 09:24:46,Y,37B,0.0,28.45,37.63,0.0,284.49,350.57,False,,,2022-04-06 11:09:03,2022-02-27 12:31:48
RS016406,TK438852025,PA006410,1,,FB0020,FL00878,2022-11-04 07:00:18,2023-11-12 06:05:05,Y,21C,0.0,28.45,41.72,0.0,284.49,354.65999999999997,False,,,2022-06-04 22:32:20,2022-04-01 09:09:28
RS016407,TK724422800,PA002697,1,,FB0037,FL00511,2022-11-03 07:34:17,2023-06-16 11:43:32,Y,20B,0.0,28.45,40.62,0.0,284.49,353.56,False,,,2022-06-01 11:32:38,2022-12-23 20:25:57
RS016408,TK504186334,PA000205,1,,FB0040,FL00688,2022-05-08 22:56:08,2023-08-07 17:42:07,Y,6E,0.0,28.45,28.78,0.0,284.49,341.72,False,,,2022-10-12 15:09:37,2022-05-10 05:34:21
RS016409,TK876350277,PA005010,2,,FB0016,FL00109,2022-10-10 10:24:53,2023-05-09 12:28:32,Y,21E,0.0,28.45,49.98,0.0,284.49,362.92,False,,,2022-12-12 17:32:50,2022-06-17 06:22:33
RS016410,TK718985720,PA002424,1,,FB0004,FL00467,2022-07-15 03:39:22,2023-04-18 08:56:27,Y,46C,0.0,28.45,16.71,0.0,284.49,329.65,False,,,2022-12-22 07:26:49,2022-05-25 20:22:35
RS016411,TK336108623,PA009759,2,PR0002,FB0041,FL00204,2022-05-29 02:13:42,2023-07-06 22:12:16,Y,7D,85.47,28.45,44.38,0.0,284.49,271.85,False,,,2022-10-13 17:32:58,2022-02-08 18:34:01
RS016412,TK727698480,PA004676,1,,FB0020,FL00192,2022-02-22 19:36:25,2023-06-15 08:44:01,Y,40D,0.0,28.45,19.63,0.0,284.49,332.57,False,,,2022-11-23 12:39:23,2022-10-15 13:18:21
RS016413,TK902232503,PA006638,1,,FB0023,FL00728,2022-08-11 07:42:03,2023-09-15 03:47:06,Y,15D,0.0,28.45,49.23,0.0,284.49,362.17,False,,,2022-11-10 14:34:20,2022-06-01 15:45:17
RS016414,TK523470676,PA002438,2,,FB0024,FL00039,2022-10-20 20:25:12,2023-11-29 11:40:26,Y,17D,0.0,28.45,33.46,56.9,284.49,346.4,True,Personal reasons,2023-08-13 05:56:24,2022-09-01 02:27:37,2022-12-03 18:59:45
RS016415,TK895381706,PA002621,2,,FB0022,FL00465,2022-08-06 21:47:44,2023-01-17 06:02:11,Y,33E,0.0,28.45,28.89,0.0,284.49,341.83,False,,,2022-03-22 12:24:55,2022-06-04 20:01:14
RS016416,TK426794020,PA009409,1,,FB0024,FL00698,2022-03-16 01:17:04,2023-08-20 04:26:05,Y,38D,0.0,28.45,18.35,0.0,284.49,331.29,False,,,2022-05-11 08:45:46,2022-12-04 09:24:31
RS016417,TK229760205,PA006622,1,,FB0005,FL00925,2022-01-06 21:56:54,2023-07-24 12:48:55,Y,5D,0.0,28.45,37.22,0.0,284.49,350.15999999999997,False,,,2022-11-18 14:42:42,2022-12-31 15:35:25
RS016418,TK457463029,PA007889,1,,FB0041,FL00490,2022-09-22 22:02:47,2023-11-28 13:37:34,Y,21E,0.0,28.45,39.35,0.0,284.49,352.29,False,,,2022-08-29 04:44:32,2022-08-07 02:24:53
RS016419,TK247986372,PA003304,1,,FB0016,FL00612,2022-01-20 07:13:48,2023-03-02 21:46:54,Y,27B,0.0,28.45,12.09,0.0,284.49,325.03,False,,,2022-07-23 01:51:56,2022-09-27 21:46:10
RS016420,TK549808718,PA004632,1,,FB0048,FL00220,2022-09-04 06:16:09,2023-11-15 17:37:48,Y,20C,0.0,28.45,36.09,0.0,284.49,349.03,False,,,2022-07-22 15:46:20,2022-09-02 19:56:30
RS016421,TK196738203,PA004044,1,,FB0012,FL00688,2022-08-25 05:38:49,2023-03-08 14:46:24,Y,19C,0.0,28.45,40.29,0.0,284.49,353.23,False,,,2022-04-13 09:32:05,2022-04-11 04:56:00
RS016422,TK309158190,PA007882,1,,FB0003,FL00760,2022-07-25 09:22:45,2023-08-06 15:50:02,Y,16A,0.0,28.45,24.67,0.0,284.49,337.61,False,,,2022-08-18 05:23:38,2022-05-17 14:23:18
RS016423,TK702850770,PA008872,1,,FB0036,FL00437,2022-10-09 20:19:56,2023-04-20 23:21:10,Y,27F,0.0,28.45,45.94,0.0,284.49,358.88,False,,,2022-08-29 14:21:04,2022-03-18 13:18:56
RS016424,TK973981740,PA006041,1,,FB0027,FL00404,2022-05-30 11:58:36,2023-07-22 11:35:21,Y,34F,0.0,28.45,20.8,0.0,284.49,333.74,False,,,2022-04-26 20:53:58,2022-05-23 11:01:44
RS016425,TK523031361,PA000172,1,,FB0029,FL00077,2022-07-07 21:10:43,2023-09-30 05:49:58,Y,13B,0.0,28.45,26.58,0.0,284.49,339.52,False,,,2022-10-30 13:47:08,2022-06-03 02:31:26
RS016426,TK650797006,PA006452,2,PR0011,FB0038,FL00936,2022-02-07 21:27:48,2023-10-04 02:57:50,Y,41A,95.97,28.45,49.42,0.0,284.49,266.39,False,,,2022-10-16 10:04:09,2022-05-04 15:43:06
RS016427,TK670030604,PA004372,2,,FB0043,FL00129,2022-12-02 04:55:07,2023-11-22 02:28:32,Y,30F,0.0,28.45,48.76,56.9,284.49,361.7,True,Found better price,2023-04-21 14:59:49,2022-05-04 17:43:31,2022-09-09 05:11:33
RS016428,TK992452039,PA001029,1,PR0009,FB0020,FL00682,2022-12-12 22:58:50,2023-02-25 07:31:39,Y,41E,61.68,28.45,36.87,0.0,284.49,288.13,False,,,2022-08-14 16:00:59,2022-11-07 23:40:35
RS016429,TK832973281,PA004113,1,,FB0023,FL00510,2022-08-29 03:49:03,2023-04-05 14:17:47,Y,31E,0.0,28.45,48.46,0.0,284.49,361.4,False,,,2022-09-03 00:29:05,2022-04-29 07:19:09
RS016430,TK678378838,PA002859,2,,FB0004,FL00468,2022-05-20 11:12:53,2023-07-14 15:22:30,Y,2E,0.0,28.45,15.21,0.0,284.49,328.15,False,,,2022-04-15 14:32:30,2022-01-04 12:21:03
RS016431,TK793505973,PA007566,2,,FB0019,FL00223,2022-04-08 17:02:18,2023-11-30 14:55:30,Y,27F,0.0,28.45,30.84,0.0,284.49,343.78,False,,,2022-08-08 06:31:49,2022-08-14 15:38:10
RS016432,TK904885361,PA009927,2,,FB0045,FL00366,2022-12-21 22:28:20,2023-07-05 03:58:48,Y,21D,0.0,28.45,31.01,0.0,284.49,343.95,False,,,2022-01-30 22:17:34,2022-08-31 05:56:53
RS016433,TK478855588,PA003315,2,PR0003,FB0021,FL00595,2022-12-06 23:55:48,2023-01-02 06:33:30,Y,13B,80.07,28.45,39.56,0.0,284.49,272.43,False,,,2022-05-17 14:33:36,2022-12-25 13:40:28
RS016434,TK265016129,PA005160,1,,FB0043,FL00382,2022-04-20 10:53:50,2023-08-02 08:02:32,Y,38C,0.0,28.45,37.92,0.0,284.49,350.86,False,,,2022-04-13 12:08:33,2022-03-15 08:56:14
RS016435,TK917385055,PA006725,2,,FB0011,FL00930,2022-05-09 12:03:15,2023-06-04 16:04:23,Y,4D,0.0,28.45,21.12,0.0,284.49,334.06,False,,,2022-12-28 09:01:13,2022-01-30 23:30:32
RS016436,TK410811913,PA002601,2,PR0012,FB0014,FL00829,2022-07-23 04:44:21,2023-07-06 06:01:18,Y,46A,47.0,28.45,17.92,0.0,284.49,283.86,False,,,2022-04-06 01:30:19,2022-04-18 17:19:33
RS016437,TK828012423,PA006397,2,PR0015,FB0044,FL00976,2022-02-12 02:28:03,2023-10-10 11:37:57,Y,13A,87.02,28.45,46.59,56.9,284.49,272.51,True,Found better price,2023-12-25 02:39:28,2022-06-09 13:38:59,2022-04-29 01:51:30
RS016438,TK375326465,PA007786,1,,FB0030,FL00379,2022-12-16 06:54:03,2023-07-19 06:26:18,Y,15B,0.0,28.45,35.14,56.9,284.49,348.08,True,Personal reasons,2023-02-28 12:21:30,2022-02-23 17:44:03,2022-03-10 09:07:42
RS016439,TK827830928,PA001900,2,,FB0012,FL00240,2022-05-13 21:05:58,2023-10-09 04:07:39,Y,15A,0.0,28.45,34.31,56.9,284.49,347.25,True,Personal reasons,2023-06-27 09:25:47,2022-08-27 14:33:22,2022-09-08 10:33:01
RS016440,TK509453878,PA009009,1,,FB0009,FL00619,2022-10-18 15:59:36,2023-07-07 15:27:47,Y,48F,0.0,28.45,45.17,0.0,284.49,358.11,False,,,2022-07-01 07:02:13,2022-10-12 00:53:39
RS016441,TK308185998,PA007181,2,PR0014,FB0038,FL00302,2022-08-23 14:12:58,2023-07-23 13:53:49,Y,4C,26.73,28.45,11.08,0.0,284.49,297.28999999999996,False,,,2022-10-12 18:33:01,2022-09-18 21:40:41
RS016442,TK840881087,PA009295,1,,FB0027,FL00628,2022-11-07 23:31:59,2023-10-12 02:45:33,Y,23D,0.0,28.45,26.32,0.0,284.49,339.26,False,,,2022-05-30 11:33:42,2022-09-20 09:23:24
RS016443,TK334356225,PA008835,2,,FB0012,FL00355,2022-06-28 12:01:43,2023-03-18 14:00:51,Y,21E,0.0,28.45,12.05,0.0,284.49,324.99,False,,,2022-12-28 21:06:45,2022-10-15 00:32:30
RS016444,TK233710737,PA007053,2,,FB0034,FL00060,2022-06-09 15:54:36,2023-02-01 19:37:46,Y,15A,0.0,28.45,26.77,0.0,284.49,339.71,False,,,2022-11-18 09:19:40,2022-01-12 00:00:56
RS016445,TK880780773,PA006708,1,,FB0007,FL00182,2022-04-24 21:51:01,2023-11-23 09:25:29,Y,6B,0.0,28.45,20.72,0.0,284.49,333.65999999999997,False,,,2022-02-23 16:53:15,2022-06-27 21:11:47
RS016446,TK312067045,PA000834,2,,FB0009,FL00154,2022-10-29 16:04:43,2023-11-11 15:37:14,Y,42A,0.0,28.45,25.44,0.0,284.49,338.38,False,,,2022-06-16 06:56:02,2022-07-15 13:36:26
RS016447,TK604823839,PA006562,2,PR0012,FB0030,FL00271,2022-07-28 14:13:56,2023-12-07 04:24:18,Y,17F,90.69,28.45,39.59,0.0,284.49,261.84,False,,,2022-09-01 22:09:40,2022-01-03 01:58:21
RS016448,TK281425731,PA002430,1,,FB0035,FL00347,2022-11-03 05:12:54,2023-08-14 00:32:14,Y,19E,0.0,28.45,45.95,0.0,284.49,358.89,False,,,2022-08-15 19:40:04,2022-01-08 16:45:24
RS016449,TK353298212,PA008473,1,,FB0010,FL00015,2022-03-30 04:49:22,2023-08-20 15:36:03,Y,10F,0.0,28.45,30.93,0.0,284.49,343.87,False,,,2022-04-29 20:33:51,2022-11-16 20:18:58
RS016450,TK690871152,PA006216,2,,FB0015,FL00521,2022-10-27 12:22:44,2023-01-29 18:29:40,Y,31C,0.0,28.45,39.54,0.0,284.49,352.48,False,,,2022-01-08 18:13:18,2022-02-21 13:45:52
RS016451,TK972339237,PA004087,1,PR0002,FB0045,FL00923,2022-06-07 11:34:46,2023-10-07 02:30:41,Y,16A,47.55,28.45,45.08,0.0,284.49,310.46999999999997,False,,,2022-04-30 18:19:09,2022-04-21 01:11:39
RS016452,TK738792897,PA008387,1,,FB0035,FL00221,2022-08-06 12:21:50,2023-10-19 04:29:16,Y,36B,0.0,28.45,25.56,0.0,284.49,338.5,False,,,2022-08-08 04:01:59,2022-06-29 10:37:34
RS016453,TK308605672,PA000104,2,,FB0024,FL00060,2022-09-16 08:41:26,2023-04-07 09:05:51,Y,47B,0.0,28.45,15.99,0.0,284.49,328.93,False,,,2022-12-18 14:35:19,2022-01-21 17:50:12
RS016454,TK680058398,PA005773,1,,FB0017,FL00939,2022-09-28 03:31:55,2023-10-07 18:43:11,Y,1C,0.0,28.45,37.54,0.0,284.49,350.48,False,,,2022-04-14 02:40:10,2022-12-18 04:39:45
RS016455,TK366435107,PA001584,2,PR0020,FB0034,FL00961,2022-03-22 21:29:19,2023-05-29 02:45:47,Y,15D,24.91,28.45,46.66,0.0,284.49,334.69,False,,,2022-10-26 07:51:39,2022-12-05 04:17:28
RS016456,TK306230914,PA009634,2,,FB0033,FL00938,2022-10-10 14:29:49,2023-08-22 07:29:06,Y,43B,0.0,28.45,46.12,0.0,284.49,359.06,False,,,2022-02-09 07:32:44,2022-10-14 02:12:59
RS016457,TK510406044,PA005538,2,,FB0044,FL00835,2022-05-10 19:02:08,2023-09-26 19:06:42,Y,25B,0.0,28.45,26.92,0.0,284.49,339.86,False,,,2022-08-31 09:26:16,2022-08-27 21:56:31
RS016458,TK157852408,PA003186,1,,FB0025,FL00680,2022-11-11 09:45:41,2023-11-30 03:37:43,Y,22F,0.0,28.45,42.71,0.0,284.49,355.65,False,,,2022-01-01 14:58:43,2022-07-24 14:46:15
RS016459,TK997527666,PA007604,2,,FB0043,FL00661,2022-04-06 18:39:24,2023-05-17 05:34:11,Y,23D,0.0,28.45,38.33,0.0,284.49,351.27,False,,,2022-03-17 19:01:37,2022-02-04 11:19:21
RS016460,TK817741206,PA006054,2,PR0011,FB0012,FL00245,2022-11-22 20:21:29,2023-02-10 00:32:04,Y,7A,62.42,28.45,31.09,0.0,284.49,281.60999999999996,False,,,2022-04-05 06:33:08,2022-11-11 11:17:58
RS016461,TK780020741,PA003907,1,,FB0025,FL00519,2022-08-29 02:11:58,2023-01-31 19:27:08,Y,33B,0.0,28.45,41.04,0.0,284.49,353.98,False,,,2022-08-09 16:11:16,2022-05-27 21:56:14
RS016462,TK681858079,PA008431,2,PR0002,FB0009,FL00027,2022-12-01 00:42:53,2023-01-28 11:35:50,Y,29F,69.35,28.45,11.28,0.0,284.49,254.86999999999998,False,,,2022-12-24 08:22:28,2022-03-13 04:13:49
RS016463,TK195193489,PA008316,1,,FB0032,FL00548,2022-10-21 22:55:49,2023-12-07 14:17:47,Y,50D,0.0,28.45,26.48,0.0,284.49,339.42,False,,,2022-01-08 14:34:33,2022-11-24 06:15:50
RS016464,TK767807413,PA000967,1,,FB0003,FL00693,2022-08-17 07:20:34,2023-01-28 07:52:15,Y,22C,0.0,28.45,20.63,0.0,284.49,333.57,False,,,2022-08-07 21:08:57,2022-12-09 07:01:03
RS016465,TK109272565,PA004060,2,,FB0006,FL00082,2022-03-11 13:23:34,2023-12-16 21:56:37,Y,5F,0.0,28.45,44.71,0.0,284.49,357.65,False,,,2022-05-29 19:31:05,2022-02-04 19:43:10
RS016466,TK854414399,PA005444,1,,FB0003,FL00363,2022-10-12 10:54:43,2023-08-17 14:44:46,Y,6C,0.0,28.45,33.9,56.9,284.49,346.84,True,Personal reasons,2023-08-19 15:10:02,2022-02-17 22:11:53,2022-08-11 18:16:21
RS016467,TK156781906,PA008896,1,,FB0037,FL00536,2022-04-02 07:40:19,2023-06-11 14:34:55,Y,29B,0.0,28.45,19.46,0.0,284.49,332.4,False,,,2022-02-14 04:20:03,2022-11-22 08:04:25
RS016468,TK256877142,PA009468,1,,FB0009,FL00523,2022-07-30 07:19:18,2023-02-16 20:16:48,Y,37A,0.0,28.45,49.2,0.0,284.49,362.14,False,,,2022-08-17 15:25:20,2022-05-01 02:16:27
